coefficient_name:S20	estimate:f8	standard_error:f8	sub_model_id:i2	t_statistic:f8
CPRam2g_HBRam2g	0.001459073	0.006926704	21	0.210644573
CPRbef15	0.145809114	0.458596796	21	0.317946225
CPRKfrgn_KBRfrgn	0.083593063	0.008609249	21	9.709680557
CPRKfrgn_KBRnoFrgn	-0.005393131	0.007899014	21	-0.68276
CPRKmidAge_KBRmidAge	-0.038948569	0.007936032	21	-4.907813549
CPRKold_KBRold	-0.000933705	0.012198705	21	-0.076541327
CPRKyng_KBRyng	0.001533781	0.0128878	21	0.11901027
CREdensEmp	-0.01405312	0.015703164	21	-0.894922853
CRRdensPop	-0.003163119	0.014760969	21	-0.214289412
ctdtco_HBRcar0	-0.017608639	0.006720359	21	-2.620193005
ctdtco_HBRcar1g	0.00025689	0.00111542	21	0.230308175
ctdvpo_HBRcar0	0.028309513	0.014917046	21	1.897796154
ctdvpo_HBRcar1g	0.009155452	0.003523936	21	2.59807539
descartes_chlcm	1	0	21	1000
HBRsmeDept	3.078258038	0.071799077	21	42.87322617
la_defense_chlcm	1	0	21	1000
le_bourget_chlcm	1	0	21	1000
paris_pole_chlcm	1	0	21	1000
pleyel_chlcm	1	0	21	1000
roissy_chlcm	1	0	21	1000
saclay_chlcm	1	0	21	1000
val_de_france_gonesse_chlcm	1	0	21	1000
biotech_chlcm	1	0	22	1000
CBAnwCty	-0.616733253	0.26030314	22	-2.369288683
CBAparis	-0.172402367	0.429011196	22	-0.40185982
CBAPC	-0.196469605	0.153072342	22	-1.283508182
CDGartClse	0.152972311	0.064796187	22	2.360822678
CDGartFar	0.086618207	0.099828288	22	0.867671967
CDGhighwClse	0.098751985	0.059159495	22	1.669250011
CDGhighwFar	-0.025539918	0.066153444	22	-0.386070877
CLCrPriceF	-1.881113768	0.41771403	22	-4.503353119
CLCrPriceF_HRRinc	4.106545448	0.621326923	22	6.609314919
clichy_montfermeil_chlcm	1	0	22	1000
CLRrUnitsF	-0.042115048	0.085991934	22	-0.48975578
CNGsubwSP_HBRcar0	0.012928857	0.021055272	22	0.614043653
CNGsubwSP_HBRcar1g	0.000945301	0.015742036	22	0.060049467
CNGtrainSt_HBRcar0	-0.025143204	0.053024471	22	-0.474181145
CNGtrainSt_HBRcar1g	0.077452712	0.026665507	22	2.904603004
confluence_chlcm	1	0	22	1000
CPBhghInc_HBRhghInc	0.02611943	0.01063336	22	2.456366539
CPBlowInc_HBRlowInc	0.024918329	0.02219348	22	1.122776985
CPBMedInc_HBRmedInc	0.073488317	0.027994992	22	2.625052214
CPInoise	0.204423651	0.777143002	22	0.263045102
CPOforest	-0.079926096	0.544012129	22	-0.146919698
CPOpark	-0.882070482	1.218481421	22	-0.723909676
CPOwater	2.337643862	1.630538464	22	1.433663726
CPRaft90	0.657886326	1.325966358	22	0.496156126
CPRam0_HBRam0	0.106721692	0.089929454	22	1.186726809
CPRam1_HBRam1	-0.021351418	0.026217312	22	-0.814401507
CPRam2g_HBRam2g	0.012799967	0.015716624	22	0.81442219
CPRbef15	0.823818803	0.585917354	22	1.406032443
CPRKfrgn_KBRfrgn	0.009033824	0.014900098	22	0.606292963
CPRKfrgn_KBRnoFrgn	-0.062651627	0.016209131	22	-3.865205765
CPRKmidAge_KBRmidAge	-0.019624399	0.018809656	22	-1.043315172
CPRKold_KBRold	-0.013031648	0.031534497	22	-0.413250536
CPRKyng_KBRyng	-0.010280678	0.03430108	22	-0.299718797
CREdensEmp	-0.009314982	0.007219567	22	-1.290241122
CRRdensPop	-0.008926946	0.012620915	22	-0.707313716
ctdtco_HBRcar0	-0.040469538	0.015740436	22	-2.571055889
ctdtco_HBRcar1g	-0.003196534	0.005472567	22	-0.584101439
ctdvpo_HBRcar0	-0.011514407	0.015200251	22	-0.757514238
ctdvpo_HBRcar1g	0.001291915	0.009456787	22	0.136612475
descartes_chlcm	1	0	22	1000
HBRsmeDept	2.633478642	0.111197665	22	23.68285942
la_defense_chlcm	1	0	22	1000
le_bourget_chlcm	1	0	22	1000
paris_pole_chlcm	1	0	22	1000
pleyel_chlcm	1	0	22	1000
roissy_chlcm	1	0	22	1000
saclay_chlcm	1	0	22	1000
val_de_france_gonesse_chlcm	1	0	22	1000
biotech_chlcm	1	0	23	1000
CBAnwCty	0.151082993	0.131343976	23	1.150284886
CBAparis	-0.144796491	0.66245985	23	-0.218573987
CBAPC	-0.275121063	0.139800429	23	-1.967955828
CDGartClse	-0.025820371	0.037186328	23	-0.694351196
CDGartFar	-0.034160383	0.03071391	23	-1.112212062
CDGhighwClse	-0.026727773	0.036132015	23	-0.73972553
CDGhighwFar	0.004148492	0.012330322	23	0.336446375
CLCrPriceF	0.137935847	0.556625664	23	0.247807205
CLCrPriceF_HRRinc	2.278428078	0.772077918	23	2.951033831
clichy_montfermeil_chlcm	1	0	23	1000
CLRrUnitsF	0.046629485	0.054760449	23	0.851517558
CNGsubwSP_HBRcar0	-0.062560782	0.059281848	23	-1.055310965
CNGsubwSP_HBRcar1g	-0.026998952	0.028712729	23	-0.940312982
CNGtrainSt_HBRcar0	0.062510051	0.058071449	23	1.07643342
CNGtrainSt_HBRcar1g	-0.010145547	0.027050095	23	-0.375065118
confluence_chlcm	1	0	23	1000
CPBhghInc_HBRhghInc	0.029317755	0.005292969	23	5.539000034
CPBlowInc_HBRlowInc	0.028505923	0.012713616	23	2.242156982
CPBMedInc_HBRmedInc	0.040413473	0.013447381	23	3.005304337
CPInoise	0.526440144	0.479138345	23	1.098722577
CPOforest	0.049051888	0.24529539	23	0.199970692
CPOpark	0.956767142	0.835335433	23	1.145368814
CPOwater	-0.235827148	1.305119038	23	-0.180693969
CPRaft90	-0.502130449	0.497152627	23	-1.010012627
CPRam0_HBRam0	-0.028158562	0.036152106	23	-0.778891325
CPRam1_HBRam1	-0.000315546	0.014705258	23	-0.021458071
CPRam2g_HBRam2g	0.006064904	0.008639358	23	0.702008665
CPRbef15	0.269353151	0.571320295	23	0.471457362
CPRKfrgn_KBRfrgn	0.035887275	0.01275802	23	2.812918663
CPRKfrgn_KBRnoFrgn	-0.020761654	0.009678052	23	-2.14523077
CPRKmidAge_KBRmidAge	-0.024666753	0.00889758	23	-2.772299051
CPRKold_KBRold	-0.003656257	0.017739497	23	-0.206108257
CPRKyng_KBRyng	-0.018908054	0.014090818	23	-1.341870546
CREdensEmp	-0.027586659	0.021199791	23	-1.301270366
CRRdensPop	0.002126878	0.019200856	23	0.11076998
ctdtco_HBRcar0	-0.006329318	0.003438205	23	-1.840878367
ctdtco_HBRcar1g	0.000651363	0.001399934	23	0.465281188
ctdvpo_HBRcar0	-0.029563876	0.011946744	23	-2.4746387
ctdvpo_HBRcar1g	-0.003815655	0.004985694	23	-0.765320659
descartes_chlcm	1	0	23	1000
HBRsmeDept	2.970566273	0.103527449	23	28.69351387
la_defense_chlcm	1	0	23	1000
le_bourget_chlcm	1	0	23	1000
paris_pole_chlcm	1	0	23	1000
pleyel_chlcm	1	0	23	1000
roissy_chlcm	1	0	23	1000
saclay_chlcm	1	0	23	1000
val_de_france_gonesse_chlcm	1	0	23	1000
biotech_chlcm	1	0	24	1000
CBAnwCty	0.067018941	0.072190545	24	0.928361773
CBAparis	-0.751940072	0.160597846	24	-4.682130337
CBAPC	-0.164464653	0.057575792	24	-2.856489658
CDGartClse	0.030929532	0.020719405	24	1.492780924
CDGartFar	-0.023645818	0.024055853	24	-0.98295486
CDGhighwClse	0.003786135	0.018102799	24	0.20914641
CDGhighwFar	0.020854564	0.01224821	24	1.70266223
CLCrPriceF	-0.524052382	0.209913045	24	-2.496521235
CLCrPriceF_HRRinc	3.915471792	0.371425718	24	10.54173565
clichy_montfermeil_chlcm	1	0	24	1000
CLRrUnitsF	0.0621242	0.030974198	24	2.005675793
CNGsubwSP_HBRcar0	0.007527747	0.00663526	24	1.134506702
CNGsubwSP_HBRcar1g	0.002205996	0.00611124	24	0.360973626
CNGtrainSt_HBRcar0	-0.035757933	0.013557308	24	-2.637539148
CNGtrainSt_HBRcar1g	0.00811252	0.010709316	24	0.757519841
confluence_chlcm	1	0	24	1000
CPBhghInc_HBRhghInc	0.044045109	0.004208484	24	10.46579075
CPBlowInc_HBRlowInc	0.008643854	0.005272408	24	1.639450908
CPBMedInc_HBRmedInc	0.034036677	0.007862064	24	4.329229355
CPInoise	0.428618997	0.2307868	24	1.857207537
CPOforest	0.120170914	0.168862805	24	0.711648226
CPOpark	0.182979658	0.37653479	24	0.485956848
CPOwater	-1.215384364	0.468770355	24	-2.592707396
CPRaft90	0.402256131	0.319313139	24	1.259754419
CPRam0_HBRam0	0.021916633	0.017896514	24	1.224631429
CPRam1_HBRam1	-0.00618357	0.00830873	24	-0.744225621
CPRam2g_HBRam2g	0.01003373	0.005128153	24	1.956597447
CPRbef15	0.065441333	0.221805066	24	0.295039833
CPRKfrgn_KBRfrgn	0.030478636	0.003992441	24	7.634086132
CPRKfrgn_KBRnoFrgn	-0.018585054	0.004464192	24	-4.163139343
CPRKmidAge_KBRmidAge	-0.016585033	0.005972985	24	-2.776674271
CPRKold_KBRold	-0.002318498	0.010766048	24	-0.215352699
CPRKyng_KBRyng	0.011724928	0.008696773	24	1.34819293
CREdensEmp	0.002395357	0.003664738	24	0.653622746
CRRdensPop	0.008343965	0.004674985	24	1.78481102
ctdtco_HBRcar0	-0.010194357	0.00264635	24	-3.85223341
ctdtco_HBRcar1g	0.001993269	0.001715371	24	1.162004471
ctdvpo_HBRcar0	0.003028607	0.003779271	24	0.801373303
ctdvpo_HBRcar1g	-0.002545991	0.002766209	24	-0.92038995
descartes_chlcm	1	0	24	1000
HBRsmeDept	3.042017221	0.037701715	24	80.68643951
la_defense_chlcm	1	0	24	1000
le_bourget_chlcm	1	0	24	1000
paris_pole_chlcm	1	0	24	1000
pleyel_chlcm	1	0	24	1000
roissy_chlcm	1	0	24	1000
saclay_chlcm	1	0	24	1000
val_de_france_gonesse_chlcm	1	0	24	1000
